GEOID,total_2023,white_2023,black_2023,asian_2023,hispanic_2023,total_2013,white_2013,black_2013,asian_2013,hispanic_2013,geometry,pct_change_white,pct_change_black,pct_change_asian,pct_change_hispanic
36047008500,7631,119,3672,429,3179,7033,144,2795,145,3846,"list(list(c(-74.011412, -74.009544, -74.008302, -74.006298, -74.006491, -74.004764, -74.005081, -74.003194, -74.001354, -74.002016, -74.002608, -74.006005, -74.007711, -74.009611, -74.011412, 40.676319, 40.677898, 40.67897, 40.677604, 40.677194, 40.67671, 40.676067, 40.676271, 40.675791, 40.674482, 40.673182, 40.674146, 40.674625, 40.675121, 40.676319)))",-17.36111111111111,31.377459749552774,195.86206896551724,-17.34269370774831
36047010000,5510,300,116,2818,2204,6373,464,82,3210,2552,"list(list(c(-74.012649, -74.011484, -74.009281, -74.007079, -74.008242, -74.009409, -74.011611, -74.013814, -74.012649, 40.642866, 40.643986, 40.642657, 40.641325, 40.640205, 40.639085, 40.640416, 40.641745, 40.642866)))",-35.3448275862069,41.46341463414634,-12.21183800623053,-13.636363636363637
36047011400,4085,1887,422,1113,573,4394,2819,190,779,606,"list(list(c(-74.001508, -74.000925, -74.000341, -73.999757, -73.999176, -73.996974, -73.99551, -73.996227, -73.996942, -73.998374, -73.999807, -74.002672, -74.001508, 40.639785, 40.640346, 40.640905, 40.641467, 40.642026, 40.640694, 40.63981, 40.639331, 40.638853, 40.637893, 40.636936, 40.638667, 40.639785)))",-33.061369279886485,122.10526315789474,42.87548138639281,-5.445544554455446
36047012200,4651,424,28,1786,2376,5015,808,61,1962,2145,"list(list(c(-74.019608, -74.019024, -74.018422, -74.016167, -74.013961, -74.014567, -74.015146, -74.016068, -74.016306, -74.016752, -74.018897, -74.019554, -74.021087, -74.019608, 40.639704, 40.640264, 40.640846, 40.639483, 40.638153, 40.637571, 40.637014, 40.636139, 40.635896, 40.63544, 40.636856, 40.637091, 40.638262, 40.639704)))",-47.524752475247524,-54.09836065573771,-8.970438328236494,10.76923076923077
36047013300,4388,3082,115,373,666,4614,3126,218,475,595,"list(list(c(-73.984199, -73.983901, -73.983472, -73.983041, -73.98046, -73.97796, -73.97839, -73.978822, -73.979415, -73.979917, -73.982277, -73.984702, -73.984199, 40.675774, 40.676148, 40.676781, 40.677417, 40.676413, 40.675438, 40.674805, 40.674171, 40.67346, 40.672858, 40.674, 40.675173, 40.675774)))",-1.4075495841330774,-47.24770642201835,-21.473684210526315,11.932773109243698
36047013800,3635,2103,12,432,953,4020,2840,0,343,790,"list(list(c(-74.027991, -74.027734, -74.027153, -74.027139, -74.026856, -74.026561, -74.024153, -74.021794, -74.022389, -74.02475, -74.025345, -74.026214, -74.02835, -74.027991, 40.623683, 40.624301, 40.625727, 40.625762, 40.626459, 40.627187, 40.625781, 40.624355, 40.622896, 40.624321, 40.622859, 40.621491, 40.622799, 40.623683)))",-25.950704225352112,0,25.94752186588921,20.632911392405063
36047014800,1320,587,0,417,312,1238,1193,0,0,9,"list(list(c(-74.016118, -74.013749, -74.012002, -74.0098, -74.011543, -74.013926, -74.016118, 40.615384, 40.617676, 40.619353, 40.618024, 40.616345, 40.614064, 40.615384)))",-50.79631181894384,0,0,3366.6666666666665
36047075800,1460,1196,70,49,17,1944,1709,0,61,123,"list(list(c(-73.955037, -73.954003, -73.953078, -73.952148, -73.950256, -73.949306, -73.950265, -73.95212, -73.953046, -73.953553, -73.954587, -73.955037, 40.618558, 40.618672, 40.618775, 40.618875, 40.619083, 40.614031, 40.613924, 40.613721, 40.61362, 40.616281, 40.616169, 40.618558)))",-30.017554125219426,0,-19.672131147540984,-86.17886178861788
36047002000,1795,49,134,180,1418,1397,145,44,225,983,"list(list(c(-74.017509, -74.015184, -74.012629, -74.013172, -74.013733, -74.014932, -74.015533, -74.016086, -74.016651, -74.019256, -74.017509, 40.648533, 40.650773, 40.649235, 40.648652, 40.648079, 40.646982, 40.646418, 40.645882, 40.645331, 40.646853, 40.648533)))",-66.20689655172414,204.54545454545453,-20,44.25228891149542
36047003500,2125,848,612,257,357,1506,310,638,204,202,"list(list(c(-73.978208, -73.976545, -73.97559, -73.974616, -73.974281, -73.973922, -73.97378, -73.975929, -73.977457, -73.978026, -73.979363, -73.978208, 40.68682, 40.686994, 40.687086, 40.687191, 40.685513, 40.683756, 40.683061, 40.683505, 40.684052, 40.684864, 40.686682, 40.68682)))",173.5483870967742,-4.075235109717869,25.980392156862745,76.73267326732673
36047024300,4300,928,2112,474,534,4132,862,2566,72,533,"list(list(c(-73.955122, -73.951464, -73.951175, -73.950883, -73.95059, -73.954246, -73.954393, -73.954538, -73.954684, -73.954829, -73.955122, 40.689444, 40.689864, 40.6884, 40.686933, 40.685467, 40.685047, 40.68578, 40.686512, 40.687245, 40.687977, 40.689444)))",7.65661252900232,-17.692907248636008,558.3333333333334,0.18761726078799248
36047024800,2476,1365,0,690,386,2903,1397,17,801,683,"list(list(c(-73.993711, -73.99313, -73.99255, -73.990094, -73.987851, -73.985693, -73.986275, -73.987136, -73.987435, -73.989566, -73.99184, -73.994293, -73.993711, 40.623156, 40.623715, 40.624274, 40.622789, 40.621435, 40.620131, 40.619567, 40.618742, 40.618455, 40.619738, 40.621111, 40.622597, 40.623156)))",-2.290622763063708,-100,-13.857677902621722,-43.48462664714495
36047025200,4847,1842,33,1874,884,5927,2138,45,2612,1094,"list(list(c(-73.99492, -73.994293, -73.99184, -73.989566, -73.987435, -73.988066, -73.988688, -73.990795, -73.991518, -73.993877, -73.996393, -73.99492, 40.621994, 40.622597, 40.621111, 40.619738, 40.618455, 40.617852, 40.617249, 40.618523, 40.617819, 40.619156, 40.620582, 40.621994)))",-13.844714686623012,-26.666666666666668,-28.254211332312405,-19.195612431444243
36047025500,4922,27,2177,41,2556,5095,0,2050,10,2858,"list(list(c(-73.95337, -73.950091, -73.949788, -73.949647, -73.949207, -73.952489, -73.952925, -73.95337, 40.699405, 40.699791, 40.69831, 40.697583, 40.695378, 40.695004, 40.697204, 40.699405)))",0,6.195121951219512,310,-10.566829951014695
36047025800,4482,1532,137,1619,945,4588,2203,29,1395,822,"list(list(c(-73.990434, -73.989851, -73.987651, -73.98545, -73.983222, -73.983351, -73.984162, -73.984963, -73.987195, -73.989397, -73.991598, -73.990434, 40.615571, 40.61613, 40.6148, 40.61347, 40.612122, 40.611992, 40.611218, 40.610448, 40.611792, 40.613123, 40.614452, 40.615571)))",-30.458465728551975,372.41379310344826,16.057347670250895,14.963503649635037
36047026200,2626,659,106,1582,198,2488,1056,0,1143,289,"list(list(c(-73.999036, -73.998595, -73.998295, -73.996393, -73.993877, -73.995418, -73.996002, -73.997166, -73.999488, -73.999036, 40.618946, 40.620502, 40.621619, 40.620582, 40.619156, 40.617673, 40.617112, 40.615995, 40.617405, 40.618946)))",-37.59469696969697,0,38.4076990376203,-31.4878892733564
36047028700,3353,671,1213,228,1241,2747,344,1589,182,557,"list(list(c(-73.938177, -73.93676, -73.935222, -73.933118, -73.931929, -73.931458, -73.931345, -73.937195, -73.937342, -73.937484, -73.937631, -73.937792, -73.938177, 40.698641, 40.697831, 40.696986, 40.695791, 40.695115, 40.694855, 40.694422, 40.693752, 40.694485, 40.695219, 40.695951, 40.69669, 40.698641)))",95.05813953488372,-23.662680931403397,25.274725274725274,122.80071813285458
36047029100,3368,676,1986,106,359,2922,107,2211,140,440,"list(list(c(-73.936758, -73.930907, -73.930616, -73.93047, -73.930325, -73.936172, -73.936321, -73.936467, -73.936612, -73.936758, 40.691556, 40.692228, 40.690762, 40.690031, 40.689298, 40.688627, 40.689354, 40.69009, 40.690822, 40.691556)))",531.7757009345794,-10.176390773405698,-24.285714285714285,-18.40909090909091
36047030100,3182,460,2251,16,375,2525,21,2208,85,104,"list(list(c(-73.921711, -73.921646, -73.916301, -73.913559, -73.910799, -73.910926, -73.913696, -73.916465, -73.919219, -73.921816, -73.921711, 40.678116, 40.67887, 40.678577, 40.678427, 40.678278, 40.676345, 40.676495, 40.676647, 40.676886, 40.677019, 40.678116)))",2090.4761904761904,1.9474637681159421,-81.17647058823529,260.5769230769231
36047030300,5748,391,4203,36,633,5114,36,4407,9,653,"list(list(c(-73.922049, -73.921901, -73.921816, -73.919219, -73.916465, -73.913696, -73.914004, -73.916773, -73.919541, -73.922132, -73.922049, 40.674574, 40.676131, 40.677019, 40.676886, 40.676647, 40.676495, 40.67324, 40.67339, 40.673542, 40.673684, 40.674574)))",986.1111111111111,-4.628999319264806,300,-3.0627871362940278
36047031500,5136,1913,2084,386,486,5078,747,3628,63,403,"list(list(c(-73.953005, -73.952053, -73.949679, -73.946911, -73.946999, -73.947074, -73.947146, -73.94723, -73.950001, -73.952768, -73.952687, -73.952678, -73.953005, 40.678815, 40.678675, 40.678566, 40.678392, 40.677501, 40.676723, 40.675944, 40.675053, 40.675204, 40.675355, 40.676245, 40.677027, 40.678815)))",156.09103078982596,-42.55788313120176,512.6984126984127,20.595533498759306
36047032500,6057,1101,4184,52,297,6314,353,5332,33,479,"list(list(c(-73.959245, -73.958609, -73.957974, -73.955269, -73.955907, -73.956223, -73.95654, -73.956859, -73.957292, -73.960337, -73.959245, 40.667142, 40.6689, 40.670657, 40.670125, 40.66836, 40.66748, 40.666603, 40.66572, 40.664303, 40.664108, 40.667142)))",211.89801699716713,-21.530382595648913,57.57575757575758,-37.995824634655534
36047026900,3124,784,1259,53,763,2479,198,2097,4,180,"list(list(c(-73.94658, -73.943745, -73.940914, -73.940769, -73.94062, -73.940477, -73.940328, -73.943262, -73.943973, -73.946274, -73.946437, -73.94658, 40.682181, 40.682508, 40.682833, 40.6821, 40.68137, 40.680635, 40.67989, 40.680051, 40.680088, 40.680213, 40.681449, 40.682181)))",295.95959595959596,-39.96185026227945,1225,323.8888888888889
36047036600,4369,1781,171,883,953,3960,1785,122,981,1003,"list(list(c(-73.967335, -73.966894, -73.966777, -73.966614, -73.963442, -73.962552, -73.960261, -73.960235, -73.960027, -73.959943, -73.961032, -73.961943, -73.964652, -73.967602, -73.967335, 40.581515, 40.583348, 40.583904, 40.584575, 40.584676, 40.584783, 40.585039, 40.584522, 40.583209, 40.581959, 40.581726, 40.581535, 40.58096, 40.580362, 40.581515)))",-0.22408963585434175,40.16393442622951,-9.989806320081549,-4.985044865403789
36047038200,5261,381,2501,987,1173,5571,687,1882,1381,1609,"list(list(c(-73.98464, -73.983667, -73.98179, -73.980711, -73.978764, -73.97848, -73.980938, -73.983803, -73.984094, -73.984204, -73.98464, 40.593552, 40.593664, 40.593868, 40.593997, 40.592825, 40.589654, 40.589376, 40.589042, 40.590567, 40.591166, 40.593552)))",-44.54148471615721,32.89054197662062,-28.530050687907313,-27.09757613424487
36047038700,4830,830,2502,756,562,3573,172,2037,322,1021,"list(list(c(-73.930907, -73.927985, -73.927507, -73.927071, -73.924392, -73.924127, -73.923979, -73.93018, -73.930325, -73.93047, -73.930616, -73.930907, 40.692228, 40.692563, 40.692604, 40.692346, 40.690831, 40.690005, 40.689275, 40.688565, 40.689298, 40.690031, 40.690762, 40.692228)))",382.5581395348837,22.827687776141385,134.7826086956522,-44.95592556317336
36047039200,3441,2500,344,54,534,2364,1888,45,220,190,"list(list(c(-73.965477, -73.963034, -73.961185, -73.961028, -73.960845, -73.964638, -73.965076, -73.965477, 40.597834, 40.598102, 40.598312, 40.596161, 40.593743, 40.593328, 40.595716, 40.597834)))",32.41525423728814,664.4444444444445,-75.45454545454545,181.05263157894737
36047033900,4936,899,2530,265,363,4176,640,3028,89,309,"list(list(c(-73.94748, -73.94471, -73.941945, -73.939177, -73.936406, -73.936569, -73.939337, -73.942106, -73.944872, -73.947642, -73.94748, 40.67238, 40.672228, 40.672078, 40.671926, 40.671774, 40.670041, 40.670192, 40.670342, 40.670504, 40.670664, 40.67238)))",40.46875,-16.44649933949802,197.75280898876406,17.475728155339805
36047034500,2669,832,1425,92,181,2370,2,2125,31,212,"list(list(c(-73.936343, -73.936263, -73.936177, -73.936078, -73.933298, -73.930615, -73.930697, -73.930785, -73.930868, -73.933635, -73.936406, -73.936343, 40.672704, 40.67356, 40.674378, 40.675335, 40.67519, 40.674147, 40.673257, 40.672363, 40.671474, 40.671626, 40.671774, 40.672704)))",41500,-32.94117647058823,196.7741935483871,-14.622641509433961
36047035500,5515,850,3580,0,687,4791,664,3453,0,648,"list(list(c(-73.937074, -73.936984, -73.934224, -73.931455, -73.928683, -73.928544, -73.929403, -73.930685, -73.931607, -73.934553, -73.937264, -73.937074, 40.664644, 40.665536, 40.665378, 40.665234, 40.665086, 40.664574, 40.664199, 40.66362, 40.663557, 40.663362, 40.663192, 40.664644)))",28.012048192771083,3.6779611931653635,0,6.018518518518518
36047040800,3724,1076,87,1820,647,3157,1227,152,1665,63,"list(list(c(-73.981679, -73.980752, -73.979827, -73.978828, -73.977828, -73.976935, -73.977933, -73.978929, -73.979858, -73.980311, -73.981237, -73.981679, 40.60316, 40.603264, 40.60337, 40.603475, 40.603586, 40.59887, 40.598762, 40.598653, 40.598548, 40.600942, 40.600837, 40.60316)))",-12.306438467807661,-42.76315789473684,9.30930930930931,926.984126984127
36047041402,2111,1322,89,245,231,1782,1730,0,52,0,"list(list(c(-73.970021, -73.968219, -73.966959, -73.966357, -73.965904, -73.967273, -73.968201, -73.96913, -73.969576, -73.970021, 40.604444, 40.604937, 40.605662, 40.60248, 40.60009, 40.599939, 40.599835, 40.599733, 40.602122, 40.604444)))",-23.583815028901736,0,371.15384615384613,0
36047041900,3417,604,526,356,1911,3728,280,711,33,2602,"list(list(c(-73.924249, -73.920824, -73.920074, -73.919321, -73.917818, -73.919271, -73.921154, -73.922748, -73.923498, -73.924249, 40.694429, 40.697918, 40.69749, 40.697061, 40.696208, 40.694731, 40.692796, 40.693573, 40.694001, 40.694429)))",115.71428571428571,-26.019690576652604,978.7878787878788,-26.556495003843196
36047042500,2913,807,227,28,1835,2594,503,142,70,1867,"list(list(c(-73.933523, -73.932698, -73.931155, -73.929091, -73.928339, -73.927588, -73.929035, -73.930521, -73.93235, -73.933951, -73.933523, 40.702849, 40.703171, 40.703773, 40.70262, 40.702192, 40.701762, 40.70029, 40.698772, 40.699814, 40.702674, 40.702849)))",60.437375745526836,59.859154929577464,-60,-1.7139796464916979
36047045000,863,654,9,45,109,703,493,38,0,172,"list(list(c(-73.975802, -73.973696, -73.970474, -73.969784, -73.971981, -73.974813, -73.975296, -73.975802, 40.623594, 40.623827, 40.624182, 40.620559, 40.619728, 40.618367, 40.620913, 40.623594)))",32.657200811359026,-76.3157894736842,0,-36.627906976744185
36047045400,1951,1115,409,11,384,1883,1562,2,105,186,"list(list(c(-73.966645, -73.965719, -73.96472, -73.964268, -73.963361, -73.964358, -73.965287, -73.965739, -73.966645, 40.622163, 40.622264, 40.622373, 40.619984, 40.615204, 40.615094, 40.614992, 40.61738, 40.622163)))",-28.617157490396927,20350,-89.52380952380952,106.45161290322581
36047047200,2958,2664,20,0,26,3126,3105,0,0,16,"list(list(c(-73.987259, -73.986675, -73.984204, -73.983016, -73.979818, -73.980397, -73.981566, -73.983831, -73.983264, -73.985966, -73.988428, -73.987259, 40.629355, 40.629916, 40.628448, 40.627705, 40.625774, 40.625211, 40.624095, 40.625463, 40.626035, 40.626756, 40.628231, 40.629355)))",-14.202898550724637,0,0,62.5
36047048200,5455,2105,282,1558,1467,5587,3375,219,1448,327,"list(list(c(-73.972419, -73.969869, -73.970291, -73.968039, -73.967627, -73.967406, -73.966777, -73.967926, -73.96841, -73.971568, -73.971806, -73.971923, -73.972113, -73.972419, 40.632992, 40.634194, 40.636407, 40.636651, 40.635238, 40.63447, 40.632295, 40.631744, 40.631509, 40.629988, 40.629874, 40.630646, 40.631369, 40.632992)))",-37.629629629629626,28.767123287671232,7.596685082872928,348.6238532110092
36047049600,4006,1747,58,1110,1067,4155,1561,181,1326,859,"list(list(c(-73.985897, -73.983976, -73.980915, -73.97988, -73.977774, -73.974827, -73.974657, -73.976577, -73.978327, -73.979019, -73.979442, -73.98042, -73.982994, -73.984303, -73.985897, 40.643068, 40.643812, 40.644991, 40.645109, 40.645342, 40.645664, 40.644806, 40.644004, 40.643268, 40.642972, 40.642796, 40.642385, 40.641325, 40.642085, 40.643068)))",11.915438821268417,-67.95580110497238,-16.289592760180994,24.214202561117578
36047042700,4215,1754,259,184,1648,5905,801,373,160,4537,"list(list(c(-73.931155, -73.928738, -73.926089, -73.925335, -73.924586, -73.923834, -73.926838, -73.927588, -73.928339, -73.929091, -73.931155, 40.703773, 40.704717, 40.70568, 40.705253, 40.704825, 40.704398, 40.701334, 40.701762, 40.702192, 40.70262, 40.703773)))",118.97627965043695,-30.56300268096515,15,-63.67643817500551
36047043500,4971,635,573,401,3118,5619,108,1004,69,4438,"list(list(c(-73.915562, -73.914114, -73.912556, -73.911806, -73.911049, -73.909551, -73.908799, -73.910357, -73.911805, -73.913307, -73.914057, -73.914808, -73.915562, 40.694922, 40.696398, 40.697982, 40.697554, 40.697126, 40.696271, 40.695845, 40.694259, 40.692785, 40.693641, 40.694068, 40.694497, 40.694922)))",487.962962962963,-42.92828685258964,481.15942028985506,-29.74312753492564
36047044200,2379,2266,12,16,51,2504,2392,0,83,23,"list(list(c(-73.968153, -73.966782, -73.967286, -73.966215, -73.965287, -73.964358, -73.963361, -73.96286, -73.964781, -73.964296, -73.965224, -73.967668, -73.968153, 40.61196, 40.612109, 40.614773, 40.614892, 40.614992, 40.615094, 40.615204, 40.61255, 40.612331, 40.609777, 40.609674, 40.609404, 40.61196)))",-5.2675585284280935,0,-80.72289156626506,121.73913043478261
36047050202,2281,1514,57,209,274,2349,1857,30,121,272,"list(list(c(-73.978039, -73.976571, -73.976424, -73.974302, -73.973555, -73.973051, -73.972683, -73.976347, -73.977333, -73.978039, 40.654747, 40.655311, 40.654535, 40.655367, 40.655644, 40.653913, 40.652639, 40.65122, 40.653043, 40.654747)))",-18.47065158858374,90,72.72727272727273,0.7352941176470589
36047051700,2853,1752,58,186,508,1773,1245,28,168,326,"list(list(c(-73.958416, -73.955443, -73.954776, -73.951646, -73.950646, -73.95271, -73.953469, -73.955844, -73.957131, -73.958416, 40.719189, 40.721946, 40.72246, 40.723486, 40.721705, 40.720451, 40.719798, 40.717589, 40.718388, 40.719189)))",40.72289156626506,107.14285714285714,10.714285714285714,55.828220858895705
36047055000,3512,2297,117,402,531,3793,2970,29,174,600,"list(list(c(-73.954796, -73.952577, -73.950706, -73.950299, -73.949837, -73.950764, -73.952724, -73.953922, -73.954796, 40.61082, 40.611037, 40.61125, 40.609125, 40.606667, 40.606565, 40.606349, 40.606217, 40.61082)))",-22.65993265993266,303.44827586206895,131.0344827586207,-11.5
36047055400,4088,2822,29,562,541,3696,2707,36,354,573,"list(list(c(-73.96238, -73.960444, -73.95952, -73.958593, -73.957724, -73.959576, -73.960732, -73.961732, -73.961886, -73.96238, 40.609986, 40.610202, 40.610302, 40.610403, 40.6058, 40.605596, 40.60547, 40.605358, 40.607336, 40.609986)))",4.248245289988918,-19.444444444444443,58.75706214689266,-5.5846422338568935
36047056000,3594,2340,150,541,272,3083,2808,5,159,111,"list(list(c(-73.953922, -73.952724, -73.950764, -73.949837, -73.94895, -73.949874, -73.951834, -73.953037, -73.953922, 40.606217, 40.606349, 40.606565, 40.606667, 40.601954, 40.601853, 40.601637, 40.601506, 40.606217)))",-16.666666666666668,2900,240.25157232704402,145.04504504504504
36047056800,1247,687,0,341,219,1295,947,0,256,92,"list(list(c(-73.939916, -73.93921, -73.936827, -73.935032, -73.934471, -73.936197, -73.938113, -73.939042, -73.939466, -73.939916, 40.605386, 40.605479, 40.603344, 40.601734, 40.601231, 40.601055, 40.600844, 40.600742, 40.602997, 40.605386)))",-27.455121436114045,0,33.203125,138.04347826086956
36047057400,2609,935,0,1503,134,2842,1601,6,1107,128,"list(list(c(-73.946096, -73.945169, -73.94562, -73.943766, -73.943316, -73.942889, -73.942484, -73.945265, -73.946096, 40.60227, 40.602369, 40.604759, 40.604961, 40.602575, 40.600318, 40.598201, 40.597894, 40.60227)))",-41.599000624609616,-100,35.77235772357724,4.6875
36047053400,4488,2136,532,1515,185,3754,2324,270,778,278,"list(list(c(-73.965173, -73.964173, -73.963248, -73.962318, -73.961393, -73.96094, -73.960486, -73.961415, -73.962339, -73.963268, -73.964268, -73.96472, -73.965173, 40.624766, 40.624877, 40.624978, 40.625079, 40.625179, 40.622791, 40.6204, 40.620298, 40.620196, 40.620095, 40.619984, 40.622373, 40.624766)))",-8.089500860585199,97.03703703703704,94.73007712082263,-33.45323741007194
36047119000,1877,36,444,235,990,2325,111,690,177,1234,"list(list(c(-73.877339, -73.873604, -73.873276, -73.8712, -73.869342, -73.868547, -73.868868, -73.869776, -73.870439, -73.872587, -73.875177, -73.876565, -73.877339, 40.680055, 40.681121, 40.679921, 40.680222, 40.680191, 40.677206, 40.677156, 40.677027, 40.677218, 40.677866, 40.68008, 40.68018, 40.680055)))",-67.56756756756756,-35.65217391304348,32.76836158192091,-19.773095623987032
36047063800,1851,1243,82,451,75,1695,1216,2,393,64,"list(list(c(-73.941547, -73.939347, -73.937537, -73.939726, -73.934263, -73.935032, -73.936827, -73.93921, -73.940508, -73.941547, -73.942312, -73.941547, 40.608768, 40.610187, 40.608557, 40.607133, 40.60223, 40.601734, 40.603344, 40.605479, 40.606642, 40.607582, 40.608269, 40.608768)))",2.2203947368421053,4000,14.758269720101781,17.1875
36047064400,2447,1520,268,474,66,2534,1877,12,349,296,"list(list(c(-73.944827, -73.94347, -73.943145, -73.942993, -73.940788, -73.93897, -73.941161, -73.942652, -73.943699, -73.944055, -73.944174, -73.944827, 40.616046, 40.617385, 40.617426, 40.616969, 40.614872, 40.61324, 40.61182, 40.610857, 40.610214, 40.611993, 40.612722, 40.616046)))",-19.01971230687267,2133.3333333333335,35.816618911174785,-77.70270270270271
36047065600,1844,1180,23,464,152,1872,1416,20,122,200,"list(list(c(-73.937542, -73.936057, -73.935348, -73.933528, -73.93171, -73.93316, -73.933902, -73.934622, -73.936438, -73.938254, -73.937542, 40.614165, 40.615123, 40.615584, 40.613953, 40.612322, 40.611381, 40.6109, 40.610442, 40.612069, 40.613702, 40.614165)))",-16.666666666666668,15,280.327868852459,-24
36047067800,2675,93,2196,1,56,2546,356,2130,1,59,"list(list(c(-73.924918, -73.924298, -73.921119, -73.920869, -73.920625, -73.923497, -73.924469, -73.92471, -73.924918, 40.627984, 40.628386, 40.628586, 40.626251, 40.623979, 40.623802, 40.623743, 40.62601, 40.627984)))",-73.87640449438203,3.0985915492957745,0,-5.084745762711864
36047077200,3243,988,1444,108,509,3649,1653,1606,16,283,"list(list(c(-73.957299, -73.956616, -73.955473, -73.956241, -73.952462, -73.95201, -73.951059, -73.950838, -73.947543, -73.950448, -73.950177, -73.951106, -73.954885, -73.955812, -73.956847, -73.957299, 40.630512, 40.630591, 40.631431, 40.635509, 40.635922, 40.633531, 40.633635, 40.632354, 40.631581, 40.63026, 40.628852, 40.62875, 40.628336, 40.628234, 40.62812, 40.630512)))",-40.229885057471265,-10.08717310087173,575,79.85865724381625
36047080200,4088,687,2695,124,414,4793,362,3508,98,795,"list(list(c(-73.956725, -73.950493, -73.950416, -73.950326, -73.95016, -73.953048, -73.956388, -73.956478, -73.956649, -73.956725, 40.659017, 40.659405, 40.658693, 40.657838, 40.65626, 40.656081, 40.655875, 40.656711, 40.658306, 40.659017)))",89.77900552486187,-23.175598631698975,26.53061224489796,-47.924528301886795
36047081800,4556,590,3109,303,300,4767,168,3388,110,1006,"list(list(c(-73.950066, -73.947159, -73.947032, -73.946066, -73.945905, -73.945706, -73.946674, -73.948591, -73.949571, -73.949669, -73.949769, -73.94993, -73.950066, 40.655423, 40.655594, 40.654339, 40.65441, 40.652855, 40.651006, 40.650948, 40.650855, 40.650807, 40.651698, 40.652642, 40.65415, 40.655423)))",251.1904761904762,-8.234946871310507,175.45454545454547,-70.17892644135189
36047083200,2227,25,1817,175,32,2267,107,1946,61,118,"list(list(c(-73.943965, -73.942029, -73.940159, -73.939914, -73.939664, -73.941533, -73.942503, -73.942651, -73.94372, -73.943965, 40.643543, 40.643664, 40.64378, 40.641481, 40.639142, 40.639025, 40.638965, 40.640344, 40.641242, 40.643543)))",-76.6355140186916,-6.628982528263104,186.88524590163934,-72.88135593220339
36047083800,1802,8,1521,30,77,2874,82,2615,0,177,"list(list(c(-73.937284, -73.933478, -73.933234, -73.932984, -73.934887, -73.936792, -73.937041, -73.937284, 40.643958, 40.644192, 40.641895, 40.639555, 40.639439, 40.639319, 40.641658, 40.643958)))",-90.2439024390244,-41.83556405353728,0,-56.49717514124294
36047085800,1813,0,1383,102,59,2598,66,2377,66,61,"list(list(c(-73.942826, -73.941891, -73.940025, -73.939051, -73.938081, -73.936175, -73.935858, -73.938749, -73.938895, -73.942631, -73.942826, 40.65111, 40.651169, 40.651276, 40.651326, 40.651376, 40.651469, 40.648662, 40.648971, 40.64957, 40.649339, 40.65111)))",-100,-41.817416912074044,54.54545454545455,-3.278688524590164
36047086400,2207,66,1753,26,244,2393,0,2187,16,81,"list(list(c(-73.92609, -73.924654, -73.923599, -73.921776, -73.921696, -73.920773, -73.922849, -73.923666, -73.92561, -73.925953, -73.92609, 40.656921, 40.657007, 40.656053, 40.654424, 40.654372, 40.652554, 40.652463, 40.652538, 40.652446, 40.655632, 40.656921)))",0,-19.84453589391861,62.5,201.23456790123456
36047072200,2187,26,1695,6,154,3052,55,2859,36,82,"list(list(c(-73.930312, -73.925456, -73.922587, -73.920683, -73.918852, -73.918604, -73.920418, -73.925205, -73.928114, -73.930054, -73.930312, 40.632726, 40.633028, 40.633209, 40.63333, 40.634483, 40.632096, 40.630904, 40.630689, 40.630506, 40.630389, 40.632726)))",-52.72727272727273,-40.71353620146905,-83.33333333333333,87.8048780487805
36047073200,1927,30,1709,29,64,2864,77,2660,0,113,"list(list(c(-73.9358, -73.931983, -73.931743, -73.931494, -73.933449, -73.935349, -73.935549, -73.9358, 40.630032, 40.630269, 40.62793, 40.625594, 40.625704, 40.625835, 40.627692, 40.630032)))",-61.03896103896104,-35.75187969924812,0,-43.36283185840708
36047074200,2799,1205,866,130,95,3597,1698,1432,139,296,"list(list(c(-73.947327, -73.946327, -73.945401, -73.944155, -73.943409, -73.943093, -73.942645, -73.944496, -73.945425, -73.946422, -73.946875, -73.947327, 40.629166, 40.629277, 40.629378, 40.629508, 40.62956, 40.62719, 40.6248, 40.624598, 40.624496, 40.624385, 40.626774, 40.629166)))",-29.034157832744405,-39.52513966480447,-6.474820143884892,-67.9054054054054
36047075200,1151,1146,0,0,0,980,958,22,0,0,"list(list(c(-73.954885, -73.951106, -73.950661, -73.950202, -73.953052, -73.953983, -73.954885, 40.628336, 40.62875, 40.626361, 40.623971, 40.623658, 40.623555, 40.628336)))",19.624217118997912,-100,0,0
36047090600,4404,7,3094,39,1119,4367,118,2758,38,1346,"list(list(c(-73.911336, -73.909255, -73.907877, -73.907337, -73.906998, -73.906355, -73.91009, -73.910742, -73.911066, -73.911336, 40.672077, 40.672948, 40.673567, 40.671506, 40.670241, 40.667708, 40.667154, 40.669685, 40.670955, 40.672077)))",-94.0677966101695,12.182741116751268,2.6315789473684212,-16.86478454680535
36047091600,4650,136,3188,24,808,3826,27,3402,0,318,"list(list(c(-73.911727, -73.909857, -73.90892, -73.908524, -73.907585, -73.907191, -73.906369, -73.907307, -73.908245, -73.910123, -73.910943, -73.911335, -73.911727, 40.662135, 40.662412, 40.662554, 40.661014, 40.661156, 40.659619, 40.656412, 40.656273, 40.656133, 40.655852, 40.659061, 40.660597, 40.662135)))",403.7037037037037,-6.290417401528512,0,154.08805031446542
