GEOID,total_2023,white_2023,black_2023,asian_2023,hispanic_2023,total_2013,white_2013,black_2013,asian_2013,hispanic_2013,geometry,pct_change_white,pct_change_black,pct_change_asian,pct_change_hispanic
36085015400,0,0,0,0,0,0,0,0,0,0,"list(list(c(-74.13967, -74.134809, -74.1347479066671, -74.128107, -74.12754, -74.129467, -74.132199, -74.135683, -74.137006, -74.138641, -74.137371, -74.133184, -74.130459, -74.128117, -74.127301, -74.123801, -74.119401, -74.118052, -74.118107, -74.116024, -74.114663, -74.1132991887091, -74.116401, -74.122761, -74.135401, -74.137241, -74.140293, -74.13967, 40.535087, 40.535185, 40.5352400222855, 40.541221, 40.542649, 40.545379, 40.546225, 40.546373, 40.546968, 40.548475, 40.549578, 40.552344, 40.554417, 
40.556535, 40.557295, 40.555085, 40.552183, 40.552008, 40.550632, 40.549361, 40.54934, 40.5479798540367, 40.547959, 40.543596, 40.530407, 40.530076, 40.533277, 40.535087)))",0,0,0,0
36061014300,0,0,0,0,0,3,0,0,0,2,"list(list(c(-73.981023, -73.980564, -73.980112, -73.979652, -73.979193, -73.978728, -73.977827, -73.97737, -73.976912, -73.976458, -73.975955, -73.975461, -73.974997, -73.974532, -73.974067, -73.973571, -73.971724, -73.971223, -73.97076, -73.970301, -73.969832, -73.969335, -73.968844, -73.968385, -73.967927, -73.96745, -73.966552, -73.966094, -73.965632, -73.965177, -73.964685, -73.964176, -73.963804, -73.962834, -73.96144, -73.960037, -73.959077, -73.958354, -73.958195, -73.957798, -73.955289, -73.952483, 
-73.949604, -73.94922, -73.949405, -73.950158, -73.951111, -73.952984, -73.954817, -73.955275, -73.955778, -73.956718, -73.957168, -73.958096, -73.959469, -73.960416, -73.961361, -73.962303, -73.96323, -73.963729, -73.964687, -73.966074, -73.967039, -73.967994, -73.969365, -73.971189, -73.973015, -73.976234, -73.979076, -73.981431, -73.981023, 40.769272, 40.769905, 40.770529, 40.771156, 40.771782, 40.772417, 40.773656, 40.774281, 40.774909, 40.775533, 40.77622, 40.776899, 40.777533, 40.778168, 40.778805, 
40.779478, 40.782021, 40.782706, 40.78334, 40.783975, 40.784611, 40.785294, 40.785967, 40.786596, 40.787222, 40.787861, 40.789108, 40.789734, 40.790365, 40.790991, 40.791664, 40.792362, 40.792881, 40.794203, 40.796111, 40.798038, 40.799352, 40.800337, 40.800553, 40.800479, 40.799435, 40.798253, 40.79705, 40.79691, 40.796631, 40.795588, 40.794285, 40.791722, 40.789205, 40.788584, 40.787914, 40.786601, 40.785983, 40.784718, 40.782833, 40.781532, 40.780241, 40.778947, 40.777677, 40.776994, 40.775677, 
40.773773, 40.772461, 40.771147, 40.769271, 40.766767, 40.764279, 40.765675, 40.766876, 40.767874, 40.769272)))",0,0,0,-100
36061008400,1660,632,183,561,206,1726,836,37,711,109,"list(list(c(-73.985947, -73.985043, -73.984118, -73.980888, -73.981822, -73.984076, -73.987294, -73.985947, 40.752317, 40.753554, 40.754842, 40.753481, 40.752197, 40.749102, 40.750451, 40.752317)))",-24.401913875598087,394.5945945945946,-21.09704641350211,88.9908256880734
36061027900,10035,2778,257,212,6619,11736,2061,394,256,8981,"list(list(c(-73.934627, -73.933681, -73.93215, -73.931313, -73.931818, -73.932631, -73.931475, -73.929726, -73.928233, -73.928266, -73.928411, -73.928716, -73.929644, -73.930539, -73.930996, -73.932228, -73.933705, -73.934627, 40.854501, 40.856783, 40.859527, 40.859328, 40.858271, 40.856716, 40.856851, 40.857379, 40.857168, 40.856808, 40.856606, 40.856182, 40.854908, 40.853685, 40.853062, 40.853582, 40.854169, 40.854501)))",34.78893740902475,-34.77157360406091,-17.1875,-26.29996659614742
36061006200,4303,1670,730,979,739,4680,2174,637,1025,648,"list(list(c(-73.978052, -73.977603, -73.977148, -73.976251, -73.9758, -73.975343, -73.974924, -73.974015, -73.973512, -73.97223, -73.971566, -73.96262, -73.962478, -73.962672, -73.962348, -73.962307, -73.962288, -73.961843, -73.96145, -73.961214, -73.973546, -73.974433, -73.97514, -73.978498, -73.978052, 40.737554, 40.738172, 40.738796, 40.740026, 40.740644, 40.741274, 40.741847, 40.743095, 40.743782, 40.743249, 40.742993, 40.739033, 40.736802, 40.736446, 40.733812, 40.733119, 40.732899, 40.731625, 
40.730994, 40.729508, 40.734939, 40.735315, 40.735392, 40.736791, 40.737554)))",-23.183072677092916,14.599686028257457,-4.487804878048781,14.04320987654321
36061025500,5474,1662,148,1007,2449,5531,1833,278,541,2777,"list(list(c(-73.9541620159804, -73.952829, -73.9525651011988, -73.947005, -73.943187, -73.944069, -73.942054, -73.939524, -73.939779, -73.940518, -73.941142, -73.942013, -73.942279, -73.943066, -73.94468, -73.946502, -73.947721, -73.9556609407898, -73.9541620159804, 40.8479893203109, 40.851106, 40.8515370619545, 40.850459, 40.849755, 40.84785, 40.848317, 40.847838, 40.84721, 40.845369, 40.844049, 40.84281, 40.842154, 40.840193, 40.841051, 40.841241, 40.841448, 40.8444847347862, 40.8479893203109)))",-9.328968903436989,-46.76258992805755,86.13678373382625,-11.811307166006483
36085031902,4502,404,2350,158,1526,4489,615,2871,9,978,"list(list(c(-74.171216, -74.1707650221038, -74.170187, -74.1698840241164, -74.1676476595966, -74.165383, -74.1646305231453, -74.161433, -74.1601594809856, -74.160311, -74.161628, -74.166275, -74.166187, -74.171196, -74.171216, 40.637436, 40.6425458822624, 40.642201, 40.6421283463326, 40.6415920657484, 40.641049, 40.640599037891, 40.638687, 40.6384141160025, 40.633788, 40.633871, 40.63365, 40.635854, 40.63595, 40.637436)))",-34.3089430894309,-18.146987112504355,1655.5555555555557,56.032719836400815
36081104700,7118,2133,2,3786,1195,6979,2864,28,2608,1141,"list(list(c(-73.826575, -73.826477, -73.826253, -73.825831, -73.824331, -73.823818, -73.823762, -73.823313, -73.81931, -73.81453, -73.814859, -73.814943, -73.815053, -73.815314, -73.813171, -73.813227, -73.817293, -73.821897, -73.824669, -73.826558, -73.826566, -73.826575, 40.772345, 40.773116, 40.774521, 40.775915, 40.776743, 40.77836, 40.778503, 40.779579, 40.77926, 40.778888, 40.776486, 40.775862, 40.775066, 40.773652, 40.772765, 40.771573, 40.771478, 40.77082, 40.770407, 40.770137, 40.770642, 
40.772345)))",-25.523743016759777,-92.85714285714286,45.168711656441715,4.732690622261174
36081119100,2888,389,0,2090,409,3448,561,0,1966,790,"list(list(c(-73.809799, -73.808867, -73.806073, -73.804207, -73.804528, -73.803595, -73.803946, -73.804445, -73.807685, -73.807322, -73.810123, -73.809799, 40.759192, 40.759115, 40.758895, 40.758747, 40.756399, 40.756324, 40.753699, 40.75373, 40.753987, 40.756621, 40.756839, 40.759192)))",-30.659536541889484,0,6.307222787385554,-48.22784810126582
36081152902,6252,2217,19,3402,463,5061,2510,347,2042,112,"list(list(c(-73.731862, -73.72794, -73.726643, -73.724729, -73.724094, -73.721059, -73.713325, -73.716986, -73.718769, -73.720145, -73.721489, -73.722115, -73.722934, -73.723766, -73.725764, -73.726232, -73.728709, -73.730612, -73.730976, -73.731862, 40.760542, 40.762869, 40.763445, 40.764029, 40.764158, 40.764499, 40.75973, 40.759428, 40.758804, 40.757911, 40.756427, 40.755208, 40.754128, 40.753416, 40.752189, 40.752595, 40.755674, 40.758342, 40.758836, 40.760542)))",-11.673306772908367,-94.52449567723343,66.60137120470128,313.39285714285717
36081049302,3126,744,76,709,1449,2291,1704,73,142,345,"list(list(c(-73.895589, -73.893693, -73.893869, -73.892334, -73.892403, -73.891518, -73.889916, -73.88806, -73.88756, -73.887201, -73.887205, -73.891658, -73.894974, -73.895341, -73.895589, 40.728965, 40.729208, 40.731147, 40.731159, 40.729559, 40.728162, 40.72954, 40.730087, 40.730197, 40.728612, 40.727869, 40.725674, 40.725407, 40.725921, 40.728965)))",-56.33802816901409,4.109589041095891,399.2957746478873,320
36081060600,1276,0,1164,11,101,1227,26,1127,0,52,"list(list(c(-73.738319, -73.737517, -73.736642, -73.732297, -73.731445, -73.732201, -73.733107, -73.739223, -73.738319, 40.692782, 40.694318, 40.694044, 40.692683, 40.692386, 40.690934, 40.6892, 40.691048, 40.692782)))",-100,3.283052351375333,0,94.23076923076923
36081062100,3178,1711,232,185,1024,2655,1929,7,63,656,"list(list(c(-73.875478, -73.874325, -73.873593, -73.871618, -73.871547, -73.870945, -73.870321, -73.870165, -73.869891, -73.86911, -73.871538, -73.874918, -73.873748, -73.874896, -73.875353, -73.875389, -73.87543, -73.875478, 40.71312, 40.713196, 40.713234, 40.71329, 40.712597, 40.711246, 40.709899, 40.709208, 40.708509, 40.707089, 40.707046, 40.706816, 40.707509, 40.709685, 40.711015, 40.711713, 40.712416, 40.71312)))",-11.301192327630897,3214.285714285714,193.65079365079364,56.09756097560975
36005012701,2385,0,505,0,1819,2266,261,333,4,1653,"list(list(c(-73.894836, -73.892933, -73.891913, -73.890905, -73.88885, -73.887895, -73.89139, -73.892005, -73.8932, -73.894871, -73.894836, 40.82624, 40.826787, 40.826794, 40.826788, 40.826768, 40.826743, 40.824941, 40.824723, 40.824008, 40.823937, 40.82624)))",-100,51.651651651651655,-100,10.042347247428918
36005042500,6749,1535,364,1002,3812,6499,875,887,611,3971,"list(list(c(-73.883625, -73.881469, -73.881976, -73.88222, -73.88247, -73.881754, -73.880693, -73.87923, -73.877514, -73.876684, -73.875885, -73.874367, -73.876292, -73.87986, -73.883079, -73.883625, 40.867258, 40.868573, 40.870387, 40.871227, 40.872128, 40.872349, 40.872891, 40.873672, 40.874139, 40.873792, 40.873411, 40.872701, 40.870526, 40.868274, 40.866593, 40.867258)))",75.42857142857143,-58.962795941375425,63.99345335515548,-4.004029211785444
36005006900,6524,44,2180,38,4257,7364,74,2481,118,4574,"list(list(c(-73.91937, -73.918337, -73.916773, -73.916216, -73.914506, -73.911745, -73.91257, -73.91352, -73.915902, -73.917713, -73.917417, -73.919178, -73.92034, -73.91937, 40.822718, 40.823385, 40.824387, 40.823468, 40.822942, 40.822107, 40.820861, 40.819542, 40.820175, 40.820647, 40.821277, 40.82177, 40.822095, 40.822718)))",-40.54054054054054,-12.132204756146715,-67.79661016949153,-6.930476606908614
36005006100,3835,59,3080,30,652,3789,78,3027,0,577,"list(list(c(-73.926878, -73.926644, -73.926352, -73.925746, -73.924644, -73.923073, -73.922378, -73.922274, -73.921739, -73.921152, -73.920258, -73.918459, -73.919339, -73.919474, -73.920063, -73.920665, -73.921948, -73.922652, -73.924025, -73.925185, -73.927313, -73.926878, 40.819479, 40.819998, 40.820552, 40.821175, 40.821021, 40.823624, 40.824794, 40.82497, 40.82564, 40.826398, 40.826153, 40.825574, 40.823973, 40.823728, 40.822667, 40.821837, 40.821032, 40.820494, 40.819285, 40.818013, 40.81856, 
40.819479)))",-24.358974358974358,1.7509084902543772,0,12.998266897746968
36081055600,2233,98,214,824,785,2686,183,272,1256,664,"list(list(c(-73.748917, -73.744588, -73.742225, -73.741047, -73.744748, -73.74548, -73.746662, -73.748917, 40.725764, 40.728586, 40.726366, 40.725257, 40.722982, 40.722529, 40.723639, 40.725764)))",-46.44808743169399,-21.323529411764707,-34.394904458598724,18.22289156626506
36081092200,2098,1850,0,9,150,2122,2103,0,0,19,"list(list(c(-73.86653, -73.863201, -73.863379, -73.862883, -73.86283, -73.866005, -73.859492, -73.856839, -73.854849, -73.859815, -73.85891, -73.858393, -73.8571795712983, -73.8630712765207, -73.865231, -73.86653, 40.572701, 40.574127, 40.575309, 40.57606, 40.576088, 40.581001, 40.583938, 40.579257, 40.575878, 40.574212, 40.572579, 40.571695, 40.5695824137355, 40.5675469114104, 40.570452, 40.572701)))",-12.030432715168807,0,0,689.4736842105264
36081072100,5358,2192,44,2195,669,4705,2569,22,1186,723,"list(list(c(-73.857049, -73.8547, -73.852522, -73.852164, -73.851821, -73.851479, -73.851137, -73.850253, -73.851332, -73.852134, -73.852514, -73.855228, -73.855572, -73.855914, -73.856257, -73.856597, -73.857049, 40.732512, 40.732829, 40.733619, 40.732947, 40.732282, 40.731618, 40.730953, 40.729655, 40.729611, 40.729125, 40.729775, 40.728965, 40.72963, 40.730293, 40.730959, 40.731623, 40.732512)))",-14.674970805760996,100,85.07588532883642,-7.468879668049793
36005036901,1810,26,403,0,1318,2263,11,335,65,1852,"list(list(c(-73.893985, -73.892901, -73.891125, -73.889017, -73.890554, -73.892907, -73.894809, -73.893985, 40.844704, 40.846269, 40.84541, 40.84437, 40.842678, 40.843416, 40.843761, 40.844704)))",136.36363636363637,20.29850746268657,-100,-28.833693304535636
36005002001,4300,24,1698,0,2142,NA,NA,NA,NA,NA,"list(list(c(-73.870501, -73.868576, -73.867656, -73.867164, -73.866198, -73.865705, -73.865218, -73.866756, -73.868936, -73.868653, -73.869495, -73.870501, 40.820364, 40.820624, 40.820751, 40.818616, 40.818745, 40.816623, 40.814529, 40.814311, 40.815142, 40.816218, 40.816102, 40.820364)))",0,0,0,0
36081077903,3445,1436,67,1105,673,2684,1227,98,261,743,"list(list(c(-73.825859, -73.823839, -73.820161, -73.819425, -73.818401, -73.818073, -73.817186, -73.819305, -73.822944, -73.823726, -73.825419, -73.825859, 40.720463, 40.720828, 40.721493, 40.721997, 40.720002, 40.719333, 40.717662, 40.717136, 40.717497, 40.717481, 40.717396, 40.720463)))",17.033414832925835,-31.632653061224488,323.37164750957857,-9.421265141318978
36005026300,6767,219,814,32,5682,6347,318,1077,237,4715,"list(list(c(-73.909099, -73.907539, -73.906805, -73.90628, -73.904391, -73.902358, -73.90114, -73.902074, -73.903322, -73.901945, -73.902518, -73.903319, -73.904038, -73.904934, -73.906159, -73.907586, -73.90904, -73.909099, 40.863001, 40.86356, 40.864426, 40.865007, 40.865905, 40.868696, 40.86828, 40.866997, 40.865311, 40.864553, 40.863798, 40.862735, 40.862741, 40.862749, 40.862779, 40.862816, 40.862679, 40.863001)))",-31.132075471698112,-24.419684308263694,-86.49789029535864,20.50901378579003
36005034000,5337,245,1660,170,3094,3999,353,1672,156,1755,"list(list(c(-73.864385, -73.864326, -73.864266, -73.863332, -73.861379, -73.861433, -73.861498, -73.861562, -73.862371, -73.86352, -73.864461, -73.864385, 40.867839, 40.869656, 40.871389, 40.871375, 40.871336, 40.869603, 40.867782, 40.86555, 40.865531, 40.865508, 40.865489, 40.867839)))",-30.594900849858355,-0.7177033492822966,8.974358974358974,76.29629629629629
36005039902,5116,47,551,101,4286,4861,332,757,39,3733,"list(list(c(-73.896425, -73.895884, -73.894825, -73.893559, -73.892852, -73.891815, -73.891447, -73.893215, -73.893808, -73.894694, -73.89574, -73.896363, -73.897358, -73.896425, 40.860997, 40.862258, 40.862065, 40.861926, 40.861833, 40.861817, 40.861634, 40.859874, 40.858942, 40.859426, 40.858139, 40.858376, 40.858763, 40.860997)))",-85.8433734939759,-27.212681638044913,158.97435897435898,14.813822662737744
36005031800,2038,539,447,295,741,2619,1422,141,164,816,"list(list(c(-73.853568, -73.852032, -73.852961, -73.852891, -73.850084, -73.849525, -73.850096, -73.850151, -73.850212, -73.850282, -73.853109, -73.853568, 40.861088, 40.862919, 40.862948, 40.865388, 40.865335, 40.865322, 40.864627, 40.86289, 40.861026, 40.858657, 40.85841, 40.861088)))",-62.09563994374121,217.0212765957447,79.8780487804878,-9.191176470588236
36061007700,5584,4503,41,270,315,5404,4364,94,331,388,"list(list(c(-74.005829, -74.005774, -74.005687, -74.005158, -74.002523, -73.999684, -74.000183, -74.000647, -74.001095, -74.001948, -74.003527, -74.005126, -74.00596, -74.005829, 40.736534, 40.737169, 40.737552, 40.740858, 40.739753, 40.738552, 40.737865, 40.73723, 40.736564, 40.736414, 40.736178, 40.735961, 40.735845, 40.736534)))",3.1851512373968838,-56.38297872340426,-18.429003021148038,-18.814432989690722
36047073000,2449,123,1932,130,52,2613,98,2228,49,139,"list(list(c(-73.933449, -73.931494, -73.931743, -73.927865, -73.925927, -73.924956, -73.924298, -73.924918, -73.925826, -73.926709, -73.928316, -73.931307, -73.932195, -73.9331, -73.933122, -73.933449, 40.625704, 40.625594, 40.62793, 40.628167, 40.628288, 40.628349, 40.628386, 40.627984, 40.627392, 40.626821, 40.625785, 40.62385, 40.623269, 40.622694, 40.622822, 40.625704)))",25.510204081632654,-13.285457809694794,165.30612244897958,-62.589928057553955
36047075600,1949,1423,95,244,139,1974,1619,104,188,54,"list(list(c(-73.950256, -73.948369, -73.947443, -73.946514, -73.946067, -73.945737, -73.946574, -73.947458, -73.949306, -73.950256, 40.619083, 40.619291, 40.619393, 40.619494, 40.617104, 40.615363, 40.614789, 40.614199, 40.614031, 40.619083)))",-12.106238418777023,-8.653846153846153,29.78723404255319,157.40740740740742
36047096600,2138,41,1519,92,185,2412,197,1518,52,409,"list(list(c(-73.907454, -73.904627, -73.903774, -73.902345, -73.90067, -73.898828, -73.901933, -73.902747, -73.90413, -73.905612, -73.907454, 40.639276, 40.641102, 40.641652, 40.642576, 40.64366, 40.642005, 40.640001, 40.639472, 40.638578, 40.637622, 40.639276)))",-79.18781725888324,0.06587615283267458,76.92307692307692,-54.76772616136919
36047112400,3290,43,2725,21,388,3546,3,3396,0,139,"list(list(c(-73.890694, -73.88977, -73.888889, -73.886183, -73.883597, -73.883152, -73.883309, -73.885563, -73.888108, -73.889907, -73.890694, 40.666852, 40.66699, 40.66712, 40.667521, 40.667905, 40.666181, 40.666112, 40.665141, 40.664047, 40.663778, 40.666852)))",1333.3333333333333,-19.7585394581861,0,179.13669064748203
36061011402,2283,1664,54,273,238,2601,2142,29,305,98,"list(list(c(-73.969801, -73.967974, -73.966359, -73.964755, -73.965214, -73.966583, -73.968187, -73.969801, 40.762914, 40.765413, 40.764732, 40.764058, 40.763432, 40.761552, 40.762227, 40.762914)))",-22.315592903828197,86.20689655172414,-10.491803278688524,142.85714285714286
36061010100,1923,681,250,625,344,1119,605,108,271,107,"list(list(c(-73.994844, -73.994329, -73.993948, -73.993464, -73.98778, -73.989166, -73.989617, -73.992463, -73.995299, -73.994844, 40.750293, 40.750999, 40.751522, 40.75219, 40.749772, 40.747895, 40.747277, 40.748469, 40.749671, 40.750293)))",12.561983471074381,131.4814814814815,130.62730627306274,221.49532710280374
36061015002,4558,3687,0,352,251,5425,4786,9,75,488,"list(list(c(-73.959469, -73.958096, -73.956487, -73.954877, -73.955793, -73.956253, -73.956708, -73.957202, -73.958814, -73.960416, -73.959469, 40.782833, 40.784718, 40.784044, 40.783363, 40.78211, 40.781482, 40.780856, 40.780179, 40.780858, 40.781532, 40.782833)))",-22.962808190555787,-100,369.3333333333333,-48.5655737704918
36061019500,7457,3980,689,857,1545,7560,4862,139,860,1575,"list(list(c(-73.9772506594803, -73.971133, -73.968048, -73.966701, -73.963861, -73.96476, -73.965215, -73.965711, -73.967878, -73.968584, -73.970047, -73.972899, -73.9789376576, -73.9772506594803, 40.8080821573135, 40.805802, 40.804684, 40.804169, 40.802972, 40.801741, 40.801111, 40.800437, 40.801354, 40.801636, 40.802265, 40.803383, 40.8057605227351, 40.8080821573135)))",-18.1406828465652,395.68345323741005,-0.3488372093023256,-1.9047619047619047
36061003400,6474,4295,242,675,984,6706,4600,106,691,1170,"list(list(c(-73.984448, -73.983543, -73.983077, -73.982564, -73.980338, -73.978001, -73.978536, -73.978998, -73.979469, -73.979906, -73.982228, -73.982657, -73.984875, -73.984448, 40.728781, 40.730021, 40.730659, 40.731361, 40.730448, 40.729429, 40.728746, 40.728106, 40.727468, 40.726866, 40.727846, 40.727261, 40.728194, 40.728781)))",-6.630434782608695,128.30188679245282,-2.3154848046309695,-15.897435897435898
36081011300,4627,2619,168,446,1156,4201,2379,12,749,959,"list(list(c(-73.912383, -73.910147, -73.908465, -73.906677, -73.905955, -73.904553, -73.906788, -73.908189, -73.908903, -73.909617, -73.910698, -73.912383, 40.77731, 40.77915, 40.777961, 40.776696, 40.776188, 40.775196, 40.773367, 40.774358, 40.774861, 40.775366, 40.776132, 40.77731)))",10.08827238335435,1300,-40.453938584779706,20.5422314911366
36081014201,4549,457,255,1684,1891,4485,133,346,1725,1819,"list(list(c(-73.827953, -73.822459, -73.822112, -73.822505, -73.82125, -73.82631, -73.827252, -73.827953, 40.70229, 40.703656, 40.701847, 40.701757, 40.699699, 40.698258, 40.700677, 40.70229)))",243.60902255639098,-26.30057803468208,-2.3768115942028984,3.9582188015393074
36081000400,4684,82,288,1285,2836,5075,536,437,1079,2922,"list(list(c(-73.868059, -73.86651, -73.864115, -73.863312, -73.862148, -73.861811, -73.861657, -73.861349, -73.86291, -73.864706, -73.865592, -73.867018, -73.867277, -73.868059, 40.691184, 40.691421, 40.691824, 40.691962, 40.69215, 40.690724, 40.690047, 40.688695, 40.687796, 40.687562, 40.687434, 40.68683, 40.687745, 40.691184)))",-84.70149253731343,-34.09610983981693,19.091751621872103,-2.943189596167009
36047107001,3852,48,2281,0,1112,NA,NA,NA,NA,NA,"list(list(c(-73.878117, -73.869156, -73.867181, -73.863815, -73.860676, -73.860483, -73.870893, -73.873384, -73.879733, -73.878117, 40.65626, 40.660119, 40.660452, 40.656029, 40.654868, 40.654659, 40.648807, 40.646821, 40.655563, 40.65626)))",0,0,0,0
36005043501,1035,12,407,45,543,NA,NA,NA,NA,NA,"list(list(c(-73.870241, -73.87092, -73.869211, -73.867487, -73.863685, -73.863559, -73.862875, -73.86136, -73.862652, -73.863863, -73.8646, -73.86538, -73.866248, -73.865982, -73.867053, -73.868119, -73.868846, -73.869435, -73.869984, -73.870944, -73.870241, 40.88023, 40.880258, 40.883325, 40.888179, 40.894325, 40.895377, 40.895154, 40.894663, 40.891822, 40.88975, 40.8883, 40.886884, 40.884931, 40.884391, 40.882255, 40.880062, 40.878586, 40.878129, 40.878269, 40.878511, 40.88023)))",0,0,0,0
36047033701,2755,1196,977,17,434,NA,NA,NA,NA,NA,"list(list(c(-73.947647, -73.947642, -73.944872, -73.942106, -73.939337, -73.936569, -73.936657, -73.942196, -73.947731, -73.947647, 40.670597, 40.670664, 40.670504, 40.670342, 40.670192, 40.670041, 40.669101, 40.669403, 40.669705, 40.670597)))",0,0,0,0
36081089202,0,0,0,0,0,NA,NA,NA,NA,NA,"list(list(c(-73.860483, -73.853617, -73.854364, -73.853205, -73.849316, -73.848398, -73.847979, -73.847089, -73.846792, -73.836813, -73.835923, -73.835664, -73.839999, -73.848338, -73.854938, -73.855021, -73.856148, -73.856537, -73.859755, -73.860483, 40.654659, 40.659735, 40.658608, 40.653808, 40.65438, 40.654497, 40.652818, 40.649409, 40.647796, 40.649249, 40.6455, 40.644058, 40.644143, 40.643521, 40.64265, 40.643098, 40.649198, 40.649916, 40.654104, 40.654659)))",0,0,0,0
36081134702,4834,537,1156,2755,227,NA,NA,NA,NA,NA,"list(list(c(-73.783747, -73.780779, -73.781606, -73.780404, -73.781633, -73.782081, -73.783132, -73.780409, -73.775759, -73.772861, -73.773551, -73.779523, -73.783025, -73.783885, -73.783747, 40.735352, 40.736284, 40.737979, 40.73831, 40.739045, 40.741848, 40.7419, 40.742631, 40.743367, 40.736276, 40.736072, 40.734281, 40.733131, 40.734875, 40.735352)))",0,0,0,0
36081065401,3288,94,2147,112,527,NA,NA,NA,NA,NA,"list(list(c(-73.74197, -73.740787, -73.740018, -73.73955, -73.739371, -73.738559, -73.736256, -73.734837, -73.731763, -73.729807, -73.729849, -73.732872, -73.736177, -73.735157, -73.737079, -73.736266, -73.738142, -73.740281, -73.742976, -73.74197, 40.661484, 40.663431, 40.664748, 40.665256, 40.665452, 40.666397, 40.666277, 40.666575, 40.6666, 40.666432, 40.665348, 40.665213, 40.663491, 40.662361, 40.660982, 40.660626, 40.658154, 40.659094, 40.660285, 40.661484)))",0,0,0,0
36047015900,5439,4156,300,250,346,5470,4146,470,171,207,"list(list(c(-73.977102, -73.976616, -73.97618, -73.973687, -73.971904, -73.969498, -73.969693, -73.968999, -73.968731, -73.968924, -73.970409, -73.970859, -73.972955, -73.975467, -73.97796, -73.977102, 40.676707, 40.677431, 40.678065, 40.677078, 40.676413, 40.675906, 40.67536, 40.674713, 40.673928, 40.672938, 40.672617, 40.67273, 40.673488, 40.674467, 40.675438, 40.676707)))",0.241196333815726,-36.170212765957444,46.198830409356724,67.14975845410628
36047020100,4133,2115,1085,275,274,3574,1552,1426,85,309,"list(list(c(-73.965525, -73.963509, -73.962547, -73.962107, -73.961671, -73.961611, -73.961312, -73.964454, -73.964779, -73.965082, -73.965525, 40.686744, 40.686977, 40.687089, 40.684891, 40.682691, 40.682375, 40.680456, 40.681125, 40.68304, 40.684546, 40.686744)))",36.27577319587629,-23.91304347826087,223.52941176470588,-11.326860841423947
36047008200,3828,563,294,329,2531,4353,637,75,501,3113,"list(list(c(-74.010308, -74.008545, -74.00675, -74.00449, -74.005074, -74.005659, -74.006824, -74.010915, -74.010308, 40.651483, 40.6532, 40.652071, 40.650706, 40.650147, 40.649584, 40.648465, 40.650938, 40.651483)))",-11.616954474097332,292,-34.3313373253493,-18.695791840668164
36047013100,3434,2073,465,292,358,4304,2392,495,262,1085,"list(list(c(-73.982182, -73.981755, -73.981324, -73.97956, -73.978676, -73.97618, -73.976616, -73.977102, -73.97796, -73.98046, -73.983041, -73.982182, 40.678686, 40.679317, 40.679952, 40.679287, 40.679047, 40.678065, 40.677431, 40.676707, 40.675438, 40.676413, 40.677417, 40.678686)))",-13.336120401337793,-6.0606060606060606,11.450381679389313,-67.00460829493088
36047001100,1585,875,98,332,232,580,332,77,84,50,"list(list(c(-73.990663, -73.990746, -73.990092, -73.987162, -73.985143, -73.985279, -73.985363, -73.988932, -73.990972, -73.990663, 40.694561, 40.695034, 40.695074, 40.694961, 40.694885, 40.692158, 40.690667, 40.692086, 40.692549, 40.694561)))",163.55421686746988,27.272727272727273,295.23809523809524,364
36047003600,3702,2152,59,540,784,4306,2540,152,830,527,"list(list(c(-74.032593, -74.032317, -74.032037, -74.031826, -74.031268, -74.028658, -74.029134, -74.029357, -74.029633, -74.029913, -74.030191, -74.030473, -74.033155, -74.032593, 40.63411, 40.634791, 40.635475, 40.635993, 40.637357, 40.636546, 40.635373, 40.634837, 40.634153, 40.633474, 40.632791, 40.632099, 40.632735, 40.63411)))",-15.275590551181102,-61.18421052631579,-34.93975903614458,48.76660341555977
36081040502,1912,84,0,126,1694,NA,NA,NA,NA,NA,"list(list(c(-73.865401, -73.863582, -73.862514, -73.862241, -73.861751, -73.862726, -73.863097, -73.863986, -73.865401, 40.75301, 40.753491, 40.751448, 40.75092, 40.749968, 40.749868, 40.750672, 40.750408, 40.75301)))",0,0,0,0
36081027702,3292,186,18,957,2086,NA,NA,NA,NA,NA,"list(list(c(-73.879789, -73.87793, -73.876998, -73.876668, -73.876315, -73.877247, -73.878174, -73.879104, -73.879789, 40.756147, 40.756339, 40.756439, 40.75461, 40.752666, 40.752568, 40.752471, 40.752373, 40.756147)))",0,0,0,0
36047026300,2270,548,1297,33,222,2027,85,1650,17,263,"list(list(c(-73.948185, -73.942516, -73.942369, -73.942222, -73.942076, -73.947748, -73.947893, -73.948185, 40.690242, 40.690892, 40.69016, 40.689428, 40.688697, 40.688044, 40.688776, 40.690242)))",544.7058823529412,-21.393939393939394,94.11764705882354,-15.5893536121673
36047030900,2447,137,1650,52,504,1927,8,1667,0,240,"list(list(c(-73.935997, -73.935858, -73.930322, -73.930457, -73.93053, -73.930615, -73.933298, -73.936078, -73.935997, 40.676121, 40.677817, 40.677485, 40.675818, 40.675039, 40.674147, 40.67519, 40.675335, 40.676121)))",1612.5,-1.0197960407918416,0,110
